mean_loss,epsilon
0.42614376545,0.9970903
0.247796073556,0.9970669
0.564378321171,0.9970426
0.480964839458,0.9970147
0.433997929096,0.9969949
0.487548679113,0.9969193
0.193560793996,0.9968905
0.260788112879,0.9968653
0.473220705986,0.9968419
0.578922331333,0.9968203
0.380276560783,0.9967969
0.434257537127,0.9967735
0.342898607254,0.9967519
0.246981218457,0.9967051
0.145948305726,0.9966826
0.766988933086,0.996661
0.419478535652,0.9966376
0.516508638859,0.9966178
0.291736155748,0.9965953
0.272652000189,0.9965719
0.190529435873,0.9965521
0.506891965866,0.9965269
0.470436424017,0.9964639
0.62919396162,0.9964423
0.150281026959,0.9964207
0.538014769554,0.9963694
0.357905387878,0.9963469
0.349206089973,0.9963253
0.345533430576,0.9963055
0.415053337812,0.9962839
0.49316868186,0.9962596
0.250740855932,0.9962245
0.482262372971,0.9962011
0.286980479956,0.9961777
0.425845384598,0.9961579
0.338215708733,0.9961363
0.397838354111,0.9961147
0.366466403008,0.9960499
0.253690481186,0.9959986
0.351707875729,0.9959779
0.414286196232,0.995941
0.500528872013,0.9958915
0.637450397015,0.995869
0.669950962067,0.9958474
0.32655787468,0.9958222
0.347260475159,0.9958006
0.255177497864,0.9957745
0.445443630219,0.9957511
0.224099561572,0.9957295
0.43669423461,0.995707
0.366930544376,0.9956872
0.484092026949,0.9956233
0.459142714739,0.9956017
0.837160527706,0.9955666
0.193728595972,0.9955468
0.420383453369,0.9955216
0.296344995499,0.9954748
0.539366662502,0.9954487
0.277359634638,0.9954253
0.589917480946,0.9954001
0.328357160091,0.9953803
0.314800292253,0.9952723
0.172965914011,0.9952408
0.359909623861,0.995221
0.487677454948,0.9951076
0.34805765748,0.995086
0.498322784901,0.9950284
0.499084860086,0.9950068
0.36073872447,0.994987
0.249822020531,0.9949087
0.435995101929,0.994888
0.421121001244,0.9948664
0.192462623119,0.9948466
0.309095233679,0.9947764
0.351151674986,0.9947557
0.631473600864,0.9947341
0.438998371363,0.9946261
0.244619295001,0.994537
0.279374271631,0.9945145
0.619486868382,0.9944785
0.563449501991,0.9944587
0.630914449692,0.9944272
0.344226956367,0.9944056
0.532240390778,0.9943831
0.499028503895,0.9943633
0.279963821173,0.9943399
0.275159180164,0.9943174
0.432799011469,0.9942922
0.538688719273,0.9942688
0.498151123524,0.994249
0.238125115633,0.9942229
0.303439080715,0.9941302
0.378775626421,0.9941023
0.297772347927,0.9940771
0.593766987324,0.9940546
0.370739221573,0.9940312
0.594233751297,0.9940087
0.324083387852,0.9939835
0.0905352756381,0.9939637
0.37227678299,0.9939403
0.220462307334,0.9938935
0.438845604658,0.9938458
0.487078756094,0.9938251
0.455220431089,0.9938035
0.0933620408177,0.9937801
0.352437496185,0.9937603
0.437807053328,0.9937369
0.514074146748,0.9937171
0.295277148485,0.9936955
0.384966701269,0.993601
0.664978921413,0.9935776
0.425257593393,0.9935551
0.450598567724,0.9935335
0.430039793253,0.9934462
0.476452261209,0.9934228
0.445001363754,0.9933589
0.0230102967471,0.9933364
0.366210579872,0.9933148
0.48305144906,0.9932887
0.411827802658,0.9932653
0.417466580868,0.993205
0.241017818451,0.9931789
0.443630546331,0.9931159
0.215920835733,0.9930223
0.387538641691,0.9930007
0.525777995586,0.9929782
0.527875363827,0.9929566
0.100865297019,0.992935
0.0816928222775,0.9929134
0.223553135991,0.9928918
0.358538419008,0.9928702
0.286146491766,0.9928459
0.490031927824,0.9927838
0.520637750626,0.9927289
0.279261469841,0.9926641
0.688059210777,0.9926362
0.204505011439,0.9926146
0.669842362404,0.9925948
0.587980031967,0.9925732
0.39220443368,0.9925516
0.56501096487,0.9925237
0.342532485723,0.9925021
0.467093586922,0.9924805
0.558288037777,0.992458
0.342904835939,0.9922816
0.418783813715,0.99226
0.451291114092,0.9921691
0.42890971899,0.9921493
0.198045477271,0.9921232
0.307488292456,0.9921016
0.503513514996,0.99208
0.29778021574,0.992026
0.817761659622,0.9920044
0.609266161919,0.9919774
0.0779809057713,0.991954
0.298196971416,0.9919279
0.199904486537,0.9919054
0.356527328491,0.9918091
0.301746875048,0.991783
0.529406487942,0.9917614
0.287298381329,0.9917092
0.369373291731,0.9916471
0.522734284401,0.9916246
0.321347475052,0.9915967
0.282312989235,0.9915769
0.346263170242,0.9915544
0.347315937281,0.9915328
0.575486958027,0.991504
0.392986804247,0.9914554
0.000461525371065,0.9914284
0.217726111412,0.9914068
0.273585230112,0.9913852
0.167296350002,0.9913636
0.212039411068,0.9912979
0.252330213785,0.9912709
0.436550945044,0.9912493
0.273757427931,0.9912277
0.419368505478,0.9912061
0.357058763504,0.9911845
0.221801772714,0.991162
0.495674878359,0.9911368
0.609690964222,0.9911152
0.468161374331,0.9910909
0.174331411719,0.9910711
0.457083642483,0.9909991
0.430476278067,0.9909766
0.199787214398,0.9909514
0.278494179249,0.9909298
0.234329760075,0.9908947
0.612222790718,0.9908731
0.554195582867,0.9908272
0.404536873102,0.9907993
0.66983538866,0.9907759
0.377208888531,0.9906652
0.572412788868,0.9906436
0.28216779232,0.9906193
0.57043248415,0.9905941
0.215810105205,0.9905725
0.344877481461,0.9905509
0.383407384157,0.9904618
0.255654811859,0.990442
0.383252054453,0.9904195
0.28234320879,0.9903961
0.340582311153,0.9903763
0.225307583809,0.9903538
0.24710854888,0.990334
0.430444389582,0.9902404
0.344634026289,0.9902188
0.427534729242,0.990154
0.56416285038,0.9900838
0.410796195269,0.9900622
0.503392219543,0.9900118
0.378600895405,0.9899605
0.38698515296,0.9899398
0.347940772772,0.9898894
0.388561248779,0.9898012
0.554118335247,0.9897769
0.263940095901,0.9897553
0.142195746303,0.9897328
0.296751379967,0.989704
0.317781746387,0.9896842
0.549575984478,0.9896626
0.608267486095,0.9896428
0.269034296274,0.9896212
0.615746796131,0.989596
0.211168006063,0.9895726
0.148185297847,0.989551
0.240603283048,0.9895258
0.239206820726,0.989506
0.542892873287,0.9894835
0.389915436506,0.9894637
0.445546686649,0.9894385
0.0785058662295,0.989416
0.164748117328,0.9893962
0.507243275642,0.9893719
0.46591335535,0.9893521
0.432760566473,0.9892846
0.25640848279,0.989263
0.350153505802,0.9892378
0.334773033857,0.9892144
0.251376956701,0.9891667
0.304826438427,0.9890965
0.341780841351,0.9890344
0.140404194593,0.9890119
0.333395510912,0.9889903
0.578318059444,0.9889705
0.466909021139,0.9888796
0.174832761288,0.988858
0.698814153671,0.9888382
0.224239245057,0.9888157
0.502128124237,0.9887482
0.247074663639,0.9886816
0.410687357187,0.98866
0.303442031145,0.9886357
0.331037640572,0.9885439
0.284809917212,0.9885178
0.00566788716242,0.9884953
0.415482193232,0.9884494
0.378993183374,0.9883117
0.340974926949,0.9882901
0.334875196218,0.9882442
0.138679921627,0.9882208
0.175707668066,0.9881929
0.33620557189,0.9881713
0.358088284731,0.9881461
0.27362036705,0.9880795
0.0622775740921,0.9880525
0.301958829165,0.9880291
0.635791301727,0.9880093
0.149905785918,0.987985
0.347233772278,0.9878959
0.506418704987,0.9878284
0.274848788977,0.9878041
0.179379999638,0.9877582
0.440745174885,0.9877375
0.200659707189,0.9877177
0.475258111954,0.9876961
0.318490892649,0.9876763
0.345584601164,0.9875872
0.434727281332,0.9875602
0.337016373873,0.9874477
0.202425301075,0.9874243
0.281276255846,0.9873766
0.40313360095,0.987328
0.335057646036,0.98722
0.347817838192,0.9871228
0.200984999537,0.9871003
0.339912444353,0.9870499
0.240540191531,0.9869995
0.330285698175,0.9869752
0.273335963488,0.9869527
0.426195591688,0.9868852
0.206476569176,0.9868636
0.29010412097,0.986842
0.3949008286,0.9868222
0.141598269343,0.9867997
0.346628606319,0.9867736
0.518504977226,0.9867457
0.0795784369111,0.9867241
0.649605154991,0.9867043
0.2690282166,0.9866827
0.500166773796,0.9866548
0.416663169861,0.9865891
0.478144466877,0.9865693
0.321979939938,0.9865045
0.493394225836,0.9864793
0.458372920752,0.9864532
0.567220270634,0.9864316
0.527206659317,0.9864073
0.311082184315,0.9863605
0.507332324982,0.9863137
0.448874950409,0.9862912
0.251366883516,0.9862615
0.269863039255,0.986239
0.676056027412,0.9862192
0.500510573387,0.986167
0.387864589691,0.9861445
0.208094552159,0.9861229
0.197920873761,0.9860995
0.181314721704,0.9860617
0.350478887558,0.9860365
0.469465017319,0.9860149
0.52090382576,0.9859933
0.526287138462,0.9859447
0.303056240082,0.9859186
0.284000605345,0.9858709
0.433992028236,0.9858385
0.207889989018,0.9858169
0.594860076904,0.9857926
0.334496289492,0.9857665
0.211508512497,0.9857359
0.522361338139,0.9856891
0.614924490452,0.9856657
0.322299957275,0.9856432
0.236159875989,0.9856234
0.473993808031,0.9855973
0.590932667255,0.9855739
0.519187033176,0.9855496
0.406402528286,0.9855208
0.275880426168,0.9854992
0.198643758893,0.9854776
0.203360676765,0.985456
0.393308311701,0.9854326
0.322582244873,0.9853705
0.469027787447,0.9853489
0.308118075132,0.9853021
0.40294995904,0.9852805
0.375563561916,0.9852094
0.557153701782,0.9851842
0.240568161011,0.9851644
0.336031645536,0.9851428
0.344789862633,0.9851185
0.340623617172,0.985096
0.211566731334,0.9850735
0.0894611850381,0.9850519
0.230679482222,0.985024
0.57122606039,0.9849961
0.487164318562,0.9849763
0.453279942274,0.9849538
0.3602245152,0.9849286
0.266251534224,0.984907
0.355292797089,0.9848746
0.560798287392,0.9848548
0.202955707908,0.9848332
0.0790390595794,0.984809800001
0.237562209368,0.984790000001
0.201889380813,0.984767500001
0.256846636534,0.984747700001
0.404404014349,0.984722500001
0.557230830193,0.984702700001
0.331680804491,0.984680200001
0.285669982433,0.984653200001
0.198516979814,0.984559600001
0.466948539019,0.984538000001
0.244200438261,0.984518200001
0.334728270769,0.984492100001
0.507087290287,0.984462400001
0.362087994814,0.984388600001
0.214996382594,0.984321100001
0.381407260895,0.984295000001
0.268421947956,0.984272500001
0.333612501621,0.984247300001
0.485477358103,0.984219400001
0.50531065464,0.984151000001
0.492136090994,0.984126700001
0.328990966082,0.984105100001
0.584660112858,0.984083500001
0.448025643826,0.984018700001
0.174944281578,0.983992600001
0.682541012764,0.983972800001
0.400313615799,0.983908900001
0.517529666424,0.983887300001
0.206409558654,0.983864800001
0.268828839064,0.983840500001
0.278644144535,0.983815300001
0.159250944853,0.983795500001
0.479962468147,0.983772100001
0.321001589298,0.983750500001
0.416149526834,0.983683000001
0.476789951324,0.983662300001
0.328483968973,0.983638900001
0.350081771612,0.983445400001
0.249582588673,0.983416600001
0.315089166164,0.983369800001
0.343673348427,0.983349100001
0.0779597982764,0.983328400001
0.328888326883,0.983305900001
0.407205343246,0.983284300001
0.400628060102,0.983261800001
0.237230584025,0.983242000001
0.339794784784,0.983194300001
0.196110054851,0.983131300001
0.535736143589,0.983109700001
0.207076385617,0.983088100001
0.321193784475,0.983068300001
0.26624584198,0.983046700001
0.584748566151,0.983022400001
0.273798137903,0.982912600001
0.360520482063,0.982807300001
0.348293989897,0.982783900001
0.168682396412,0.982764100001
0.186911851168,0.982738900001
0.360765606165,0.982630900001
0.51391428709,0.982608400001
0.329561382532,0.982585000001
0.393887370825,0.982561600001
0.266671389341,0.982507600001
0.245618417859,0.982479700001
0.406350404024,0.982456300001
0.328064888716,0.982432000001
0.1817253232,0.982412200001
0.316762804985,0.982340200001
0.0883565098047,0.982319500001
0.34590652585,0.982294300001
0.266248553991,0.982270900001
0.272665858269,0.982203400001
0.63587141037,0.982181800001
0.34384766221,0.982159300001
0.343818217516,0.982110700001
0.431692570448,0.982087300001
0.170416295528,0.982067500001
0.303227424622,0.982042300001
0.259846180677,0.982020700001
0.24433337152,0.981992800001
0.276928931475,0.981885700001
0.270292520523,0.981863200001
0.491114288568,0.981841600001
0.709007024765,0.981820000001
0.270620852709,0.981797500001
0.534218668938,0.981768700001
0.14826823771,0.981747100001
0.245078101754,0.981717400001
0.345791339874,0.981693100001
0.466973304749,0.981673300001
0.575201869011,0.981649900001
0.178794175386,0.981624700001
0.283979684114,0.981575200001
0.391977459192,0.981422200001
0.281676620245,0.981397900001
0.350227981806,0.981332200001
0.222165301442,0.981299800001
0.145997956395,0.981277300001
0.389146596193,0.981255700001
0.220468208194,0.981168400001
0.526896238327,0.981145900001
0.33128002286,0.981123400001
0.489460080862,0.981091900001
0.350405603647,0.981070300001
0.453292131424,0.981046000001
0.167908787727,0.981026200001
0.339412897825,0.980971300001
0.253675699234,0.980904700001
0.298939377069,0.980840800001
0.133547663689,0.980816500001
0.380125135183,0.980792200001
0.352587908506,0.980761600001
0.289293259382,0.980736400001
0.393710583448,0.980712100001
0.134547173977,0.980690500001
0.159981861711,0.980670700001
0.266158044338,0.980646400001
0.269928842783,0.980624800001
0.34040299058,0.980600500001
0.529170930386,0.980572600001
0.315631717443,0.980524000001
0.238238051534,0.980503300001
0.257663935423,0.980480800001
0.326220035553,0.980459200001
0.129313051701,0.980436700001
0.34528067708,0.980415100001
0.341230630875,0.980393500001
0.429077833891,0.980366500001
0.34599044919,0.980276500001
0.457887321711,0.980252200001
0.554938912392,0.980232400001
0.39843416214,0.980166700001
0.143252268434,0.980145100001
0.439487963915,0.980099200001
0.498316913843,0.980071300001
0.440564185381,0.980040700001
0.322609096766,0.980017300001
0.549693226814,0.979989400001
0.507038652897,0.979966900001
0.330719798803,0.979944400001
0.358506798744,0.979912000001
0.24540361762,0.979892200001
0.400401502848,0.979869700001
0.33651638031,0.979847200001
0.377013802528,0.979801300001
0.282936930656,0.979779700001
0.323376357555,0.979757200001
0.386064231396,0.979721200001
0.235712334514,0.979659100001
0.280692100525,0.979637500001
0.456814259291,0.979614100001
0.364880204201,0.979566400001
0.503770530224,0.979541200001
0.381035536528,0.979519600001
0.10478490591,0.979499800001
0.454030662775,0.979477300001
0.327057689428,0.979454800001
0.547813236713,0.979431400001
0.415357977152,0.979411600001
0.406637340784,0.979389100001
0.465542554855,0.979367500001
0.131626024842,0.979340500001
0.328253358603,0.979318900001
0.345336645842,0.979293700001
0.39421120286,0.979273900001
0.318701148033,0.979202800001
0.310102880001,0.979182100001
0.387551218271,0.979120900001
0.361729502678,0.979099300001
0.63923817873,0.979077700001
0.333531975746,0.979056100001
0.200012996793,0.979034500001
0.409180045128,0.979012000001
0.262779384851,0.978988600001
0.200422540307,0.978967000001
0.356096804142,0.978874300001
0.378560900688,0.978851800001
0.47391346097,0.978823900001
0.28363481164,0.978799600001
0.272694259882,0.978772600001
0.164110034704,0.978752800001
0.26002690196,0.978731200001
0.281214982271,0.978708700001
0.473474472761,0.978686200001
0.486635118723,0.978666400001
0.502068281174,0.978617800001
0.227491155267,0.978596200001
0.214467376471,0.978450400001
0.397632926702,0.978427900001
0.383130311966,0.978406300001
0.451903432608,0.978386500001
0.268004894257,0.978364900001
0.400210618973,0.978343300001
0.541983246803,0.978323500001
0.293060302734,0.978301900001
0.430556058884,0.978258700001
0.270238220692,0.978211000001
0.23658414185,0.978185800001
0.241234183311,0.978166000001
0.261052101851,0.978142600001
0.334775626659,0.978115600001
0.326110124588,0.978093100001
0.280295759439,0.978069700001
0.424599975348,0.978022000001
0.139344677329,0.978000400001
0.456687182188,0.977977900001
0.220947310328,0.977953600001
0.454735398293,0.977929300001
0.446108847857,0.977907700001
0.261631816626,0.977885200001
0.263912409544,0.977862700001
0.45611256361,0.977842900001
0.398157000542,0.977821300001
0.243376269937,0.977731300001
0.328939497471,0.977707000001
0.23016884923,0.977638600001
0.315992504358,0.977618800001
0.379436969757,0.977594500001
0.400487601757,0.977574700001
0.319841176271,0.977552200001
0.313264161348,0.977532400001
0.506202936172,0.977509900001
0.358812659979,0.977485600001
0.335613876581,0.977461300001
0.539979457855,0.977436100001
0.38651907444,0.977403700001
0.391436338425,0.977378500001
0.524347603321,0.977356000001
0.335562199354,0.977334400001
0.26157066226,0.977311000001
0.646049916744,0.977287600001
0.394817143679,0.977266000001
0.341637134552,0.977244400001
0.380238264799,0.977148100001
0.387446254492,0.977123800001
0.137818589807,0.977101300001
0.395747691393,0.976992400001
0.400617152452,0.976969900001
0.15730842948,0.976948300001
0.31911444664,0.976928500001
0.281138062477,0.976879900001
0.229842588305,0.976859200001
0.303970068693,0.976810600001
0.636552512646,0.976787200001
0.188605099916,0.976761100001
0.202757209539,0.976732300001
0.412527531385,0.976668400001
0.423476368189,0.976592800001
0.13874964416,0.976569400001
0.392256587744,0.976547800001
0.618216276169,0.976528000001
0.322554320097,0.976506400001
0.194527521729,0.976484800001
0.492939442396,0.976378600001
0.210206732154,0.976354300001
0.143651887774,0.976332700001
0.318847239017,0.976286800001
0.27411711216,0.976223800001
0.670415222645,0.976203100001
0.147828146815,0.976180600001
0.0222375970334,0.976160800001
0.389953106642,0.976091500001
0.438199847937,0.976068100001
0.241000622511,0.975974500001
0.322953850031,0.975909700001
0.34455960989,0.975883600001
0.257188290358,0.975861100001
0.193921253085,0.975837700001
0.354598730803,0.975766600001
0.429787784815,0.975734200001
0.388366788626,0.975711700001
0.232056111097,0.975691900001
0.485660403967,0.975670300001
0.445049524307,0.975639700001
0.28436434269,0.975572200001
0.525738656521,0.975552400001
0.352914839983,0.975437200001
0.378309488297,0.975373300001
0.335369229317,0.975351700001
0.402151614428,0.975243700001
0.515082240105,0.975223900001
0.153912186623,0.975200500001
0.525012850761,0.975173500001
0.393726736307,0.975150100001
0.198699846864,0.975126700001
0.390529155731,0.975105100001
0.219752624631,0.975079900001
0.281366497278,0.975052000001
0.302799165249,0.975032200001
0.485559076071,0.975001600001
0.491748094559,0.974980000001
0.208065733314,0.974955700001
0.345394074917,0.974860300001
0.265529066324,0.974837800001
0.600763857365,0.974816200001
0.251183480024,0.974751400001
0.279046535492,0.974679400001
0.396944910288,0.974657800001
0.32539910078,0.974629900001
0.333662122488,0.974603800001
0.444260746241,0.974580400001
0.503097772598,0.974558800001
0.233255192637,0.974534500001
0.212492346764,0.974507500001
0.133990287781,0.974485000001
0.293512910604,0.974430100001
0.306166231632,0.974397700001
0.281700193882,0.974305000001
0.394331067801,0.974279800001
0.24530094862,0.974258200001
0.387417376041,0.974211400001
0.321368306875,0.974190700001
0.251505732536,0.974169100001
0.181853756309,0.974143000001
0.598410964012,0.974123200001
0.598927199841,0.974097100001
0.422731488943,0.974072800001
0.338424682617,0.974048500001
0.476351559162,0.974019700001
0.368602663279,0.973999900001
0.277227699757,0.973971100001
0.455308139324,0.973951300001
0.329989939928,0.973928800001
0.186419069767,0.973907200001
0.136336505413,0.973883800001
0.25651165843,0.973860400001
0.39901933074,0.973807300001
0.571415126324,0.973785700001
0.388679683208,0.973765900001
0.197651699185,0.973744300001
0.373369812965,0.973721800001
0.280901998281,0.973694800001
0.252871751785,0.973669600001
0.544853150845,0.973647100001
0.397523760796,0.973622800001
0.289783775806,0.973603000001
0.429866433144,0.973578700001
0.441648393869,0.973557100001
0.355668514967,0.973491400001
0.248672530055,0.973471600001
0.565245270729,0.973443700001
0.601489841938,0.973413100001
0.474853098392,0.973387000001
0.257596045732,0.973365400001
0.232141882181,0.973340200001
0.143537059426,0.973316800001
0.331334531307,0.973290700001
0.832627952099,0.973269100001
0.29617780447,0.973243900001
0.49827376008,0.973221400001
0.309173315763,0.973199800001
0.389855742455,0.973137700001
0.278605282307,0.973071100001
0.402270168066,0.972977500001
0.22995659709,0.972950500001
0.293554067612,0.972930700001
0.326537162066,0.972859600001
0.213199853897,0.972838000001
0.493012577295,0.972816400001
0.360883653164,0.972789400001
0.334158688784,0.972766900001
0.256256312132,0.972744400001
0.32795086503,0.972722800001
0.350710988045,0.972673300001
0.262538224459,0.972651700001
0.332198023796,0.972627400001
0.360421746969,0.972562600001
0.398824334145,0.972541000001
0.221464112401,0.972515800001
0.18747907877,0.972487000001
0.368440896273,0.972460900001
0.261692643166,0.972435700001
0.196917116642,0.972355600001
0.264197617769,0.972334000001
0.521674335003,0.972314200001
0.260629802942,0.972290800001
0.24039195478,0.972241300001
0.592632293701,0.972217000001
0.532252967358,0.972194500001
0.34746286273,0.972130600001
0.654747366905,0.972102700001
0.441431373358,0.972082900001
0.454362332821,0.972034300001
0.182433068752,0.972012700001
0.304759770632,0.971985700001
0.198345378041,0.971953300001
0.439300388098,0.971930800001
0.277313262224,0.971904700001
0.311646610498,0.971880400001
0.171761110425,0.971852500001
0.421981155872,0.971788600001
0.336721092463,0.971767000001
0.329618811607,0.971745400001
0.498092263937,0.971725600001
0.434998512268,0.971702200001
0.19657894969,0.971625700001
0.299293905497,0.971605900001
0.336553990841,0.971580700001
0.227957189083,0.971557300001
0.418609857559,0.971490700001
0.329696536064,0.971425900001
0.238012626767,0.971401600001
0.0729687437415,0.971377300001
0.507896602154,0.971351200001
0.567591071129,0.971329600001
0.428478866816,0.971282800001
0.233083769679,0.971259400001
0.120250761509,0.971236000001
0.277259260416,0.971214400001
0.314908951521,0.971127100001
0.226877093315,0.971066800001
0.392795026302,0.971033500001
0.326921403408,0.971007400001
0.135666757822,0.970978600001
0.247515171766,0.970958800001
0.358240902424,0.970867000001
0.26967087388,0.970845400001
0.419097691774,0.970811200001
0.22067412734,0.970791400001
0.219362333417,0.970768900001
0.341656118631,0.970747300001
0.295869022608,0.970724800001
0.389595776796,0.970635700001
0.327515006065,0.970615900001
0.179034277797,0.970592500001
0.32373714447,0.970570900001
0.280098199844,0.970480900001
0.222271248698,0.970459300001
0.399763673544,0.970435000001
0.275283366442,0.970412500001
0.225587189198,0.970389100001
0.395832002163,0.970369300001
0.274717837572,0.970305400001
0.326644212008,0.970214500001
0.409907668829,0.970194700001
0.337550133467,0.970099300001
0.266938388348,0.970077700001
0.292536258698,0.970055200001
0.204418346286,0.970007500001
0.0715342015028,0.969985000001
0.319264531136,0.969960700001
0.191459104419,0.969940900001
0.296546369791,0.969919300001
0.170722782612,0.969896800001
0.294036597013,0.969870700001
0.229352727532,0.969846400001
0.288359731436,0.969818500001
0.133857652545,0.969796900001
0.24314147234,0.969706000001
0.338972389698,0.969679000001
0.301014363766,0.969659200001
0.437055587769,0.969636700001
0.388408958912,0.969602500001
0.230617329478,0.969579100001
0.256818801165,0.969559300001
0.366916626692,0.969536800001
0.318587452173,0.969472000001
0.294686079025,0.969403600001
0.416902124882,0.969382900001
0.339587330818,0.969317200001
0.306123703718,0.969221800001
0.172696590424,0.969200200001
0.312883287668,0.969147100001
0.271606296301,0.969123700001
0.225558817387,0.969102100001
0.304941982031,0.969082300001
0.276669323444,0.969010300001
0.126780822873,0.968986000001
0.234353065491,0.968961700001
0.226844549179,0.968937400001
0.276458650827,0.968913100001
0.180852293968,0.968891500001
0.16833473742,0.968869000001
0.19726973772,0.968823100001
0.407226324081,0.968797900001
0.349797159433,0.968770900001
0.311756312847,0.968705200001
0.406751602888,0.968674600001
0.320447832346,0.968650300001
0.317189276218,0.968628700001
0.413003891706,0.968607100001
0.304448157549,0.968585500001
0.222654446959,0.968563900001
0.379067003727,0.968544100001
0.279568940401,0.968521600001
0.211109474301,0.968426200001
0.115926258266,0.968401900001
0.465287357569,0.968377600001
0.169323921204,0.968355100001
0.397699862719,0.968306500001
0.282527953386,0.968284900001
0.466607570648,0.968260600001
0.313642174006,0.968233600001
0.212376594543,0.968213800001
0.314843982458,0.968188600001
0.391180217266,0.968168800001
0.316143274307,0.968146300001
0.268002986908,0.968124700001
0.269679188728,0.968102200001
0.21899831295,0.968077900001
0.319792568684,0.968054500001
0.0897258073092,0.968034700001
0.22333163023,0.968013100001
0.401716977358,0.967991500001
0.151410609484,0.967921300001
0.224264636636,0.967897900001
0.31243211031,0.967875400001
0.36830213666,0.967852900001
0.437841743231,0.967833100001
0.102375462651,0.967807000001
0.415109723806,0.967785400001
0.133642300963,0.967765600001
0.167803213,0.967744000001
0.3317245543,0.967721500001
0.328470736742,0.967697200001
0.261125892401,0.967674700001
0.491643100977,0.967652200001
0.0670853853226,0.967630600001
0.184627830982,0.967607200001
0.329517543316,0.967561300001
0.215450406075,0.967537900001
0.356224507093,0.967468600001
0.278324693441,0.967447000001
0.276257365942,0.967400200001
0.34393709898,0.967371400001
0.182403802872,0.967348900001
0.141401574016,0.967323700001
0.343582391739,0.967254400001
0.233450502157,0.967229200001
0.257685899734,0.967206700001
0.459598004818,0.967181500001
0.327913463116,0.967153600001
0.27826449275,0.967088800001
0.303807467222,0.967067200001
0.272106319666,0.967042900001
0.23339150846,0.967018600001
0.290050178766,0.966996100001
0.304693907499,0.966967300001
0.299241930246,0.966947500001
0.222988963127,0.966925000001
0.196958214045,0.966905200001
0.412985563278,0.966880900001
0.281661182642,0.966855700001
0.316532343626,0.966831400001
0.291887044907,0.966800800001
0.212873414159,0.966778300001
0.24904730916,0.966728800001
0.344534248114,0.966703600001
0.175255537033,0.966682000001
0.292085319757,0.966636100001
0.253611415625,0.966614500001
0.288292080164,0.966589300001
0.448497146368,0.966566800001
0.269737958908,0.966545200001
0.317141920328,0.966522700001
0.218696728349,0.966499300001
0.100538134575,0.966470500001
0.281332701445,0.966407500001
0.310347378254,0.966386800001
0.381315469742,0.966320200001
0.162822768092,0.966295900001
0.250031352043,0.966276100001
0.262618690729,0.966254500001
0.384921997786,0.966232900001
0.365432739258,0.966186100001
0.519172310829,0.966164500001
0.491365969181,0.966137500001
0.406223624945,0.966115900001
0.324701547623,0.966096100001
0.269339740276,0.966072700001
0.303285866976,0.966022300001
0.343304306269,0.965973700001
0.258114427328,0.965952100001
0.30013898015,0.965926000001
0.293515861034,0.965906200001
0.201537266374,0.965884600001
0.200601741672,0.965837800001
0.303357571363,0.965815300001
0.174106791615,0.965792800001
0.216622531414,0.965771200001
0.244516968727,0.965751400001
0.248947396874,0.965728900001
